tenure,MonthlyCharges,TotalCharges,StreamingService,FiberOptic,ContractType,Churn
41,23.41829425516716,3494.288820637587,1,1,1,1
28,68.13480784372425,6994.568978828354,1,0,2,0
7,78.23270631614736,6751.275177655289,0,0,1,1
12,51.84151102710456,1570.2012009855907,1,0,1,1
34,95.7266764764551,6440.882147386113,0,1,2,0
33,28.963124439944067,3719.676405229352,1,1,2,0
48,25.80134706444878,3915.4540894743063,0,0,2,1
23,91.43296999846214,1154.491782085956,0,0,0,0
62,68.04687727872295,736.7519586812848,0,1,0,0
37,87.43444084098748,5850.7205250927445,1,0,1,1
44,61.9501475296765,4022.043103606868,1,1,0,0
35,43.01340434053023,3551.1205506599185,1,1,2,1
65,100.56978292625708,5863.115006353934,0,0,2,0
47,98.59129583638241,6147.551902029767,0,1,0,0
3,88.06699532086989,1355.3745245878931,1,0,1,1
1,45.60058629161125,4920.778680873366,1,0,1,0
5,77.56818202034324,1169.2972499937157,1,0,0,0
14,54.52787664247269,6035.863179629461,0,0,1,1
27,27.453998369326733,5289.945734510402,0,0,1,0
9,110.4400143339554,7657.255506559318,0,0,1,0
15,32.000272407355624,644.7683292157274,0,1,2,0
42,113.74885405899064,550.7322970949091,0,1,2,1
51,63.073580182274554,2329.277890076281,1,1,0,1
63,36.85585934828127,2167.474901513657,0,1,2,1
52,72.711045211525,2051.132512668799,0,0,1,0
4,105.98105650557903,7259.41118611619,0,1,2,1
23,91.8386010841609,2071.414978811098,0,1,0,0
15,99.3093953600757,2248.402836416185,0,1,2,0
43,84.45772835442709,6099.246273101913,1,0,1,0
29,87.82379473404417,3652.944755359266,0,1,1,1
36,103.59416298231459,6236.013399945931,0,0,0,1
13,43.34163489034819,616.3926447586434,0,1,2,0
32,67.43720884613562,3951.812430019736,1,0,2,0
71,40.481548902870024,365.5474414479328,1,0,2,1
59,117.51063480366302,594.9603072973007,1,1,1,0
28,113.12796363850464,7260.855881420846,0,0,0,1
66,22.21239454253484,1200.0384318290019,1,0,2,0
42,89.16030483782669,4306.123389974216,0,1,1,0
45,111.23745590027441,3347.6552605455818,0,1,1,0
62,36.39782218529702,2844.0122774448573,1,1,1,0
57,75.32849567053927,7208.683430929453,0,0,2,1
6,110.25657390759821,272.40483452636704,0,0,2,0
28,21.661570847872785,5343.938520787154,0,0,2,1
28,88.34073685830741,7710.816030287048,1,1,2,0
44,48.133575240941354,4525.328649348551,0,0,2,0
30,111.1518176353413,7500.897450061426,0,0,2,0
62,115.84135363911946,512.8372463595878,1,0,2,0
62,113.14878215590011,3408.467220685875,0,0,2,1
1,65.90852877407511,2155.2465486002043,0,0,2,0
27,104.885286424426,5873.485623347766,1,0,1,0
62,103.12721455277457,7852.247014928249,0,0,2,0
3,50.319597560947194,2126.5874933095574,0,1,0,0
70,101.55600515214307,5267.979351645188,0,1,1,0
27,21.96926728890701,1664.9712988019471,0,1,2,1
9,78.17512278744633,4566.109011115718,0,0,0,0
62,41.365888147414154,3765.066644837856,1,0,2,0
37,30.366972020616522,7778.842104089143,1,1,0,0
51,25.98379676373552,4907.365454302086,1,0,0,1
44,88.22702197575305,2861.1003394858685,1,1,0,0
24,52.407433858690645,1001.3567006146736,0,0,0,0
59,91.08906053864052,1294.849947005983,0,0,1,0
32,24.818312250293708,1880.0037466147571,0,1,1,0
52,49.93667895197634,2082.636624588354,0,1,0,0
62,72.46887488372138,6819.866856944988,0,1,2,0
58,97.71767806631584,4533.660027431947,1,1,0,1
52,50.284626544673024,4234.788199857495,1,1,1,0
12,81.15208333191941,1006.674087766818,0,0,2,1
39,107.2907636977368,6895.103577460536,0,0,1,0
2,80.14425041232161,5810.232995347022,0,0,1,0
3,41.6624272127402,634.5800590100125,1,1,2,0
56,20.70227854643207,5691.897268115173,0,1,0,0
59,105.69493682704345,4393.951917006904,0,1,0,1
2,20.387575790463906,745.6302313995482,0,1,0,0
2,106.15751810476203,3720.575068076386,1,1,0,0
54,71.40818196973481,3929.1006683273713,0,1,2,0
1,112.62630370054606,1409.6188672898784,1,0,2,1
19,98.52771519525338,7571.01536130223,1,0,2,0
2,118.54237810860042,6814.805434697229,1,0,1,1
53,53.496537452896874,5385.2764648999555,1,0,2,0
44,95.35242303757825,3752.1349319047968,1,0,0,0
32,58.64405681772884,3352.9477785176173,1,1,1,0
70,66.47749984054283,5242.6903904925375,0,1,0,0
32,81.31429905344619,4408.911768314553,0,1,0,0
68,106.05454997572704,591.9575364668964,0,1,2,0
55,117.15038865452917,4148.77092528562,1,1,2,1
56,95.46147809338407,6470.588576139432,0,1,0,1
17,60.23556160781704,3727.9950330159686,1,0,0,1
38,60.59637872884555,510.45696267872046,1,1,1,0
24,92.3770213096836,6311.597775133861,1,1,2,0
69,42.247103149714384,1690.7738788741976,0,1,1,0
70,29.352648369705165,2143.1045956155062,1,1,1,1
11,53.88952684289804,1401.1801921151375,1,0,1,1
16,47.11751866123521,2708.6990124848307,0,0,0,0
59,48.028966105827,6078.336894940217,0,1,1,0
70,41.72757898051595,4203.148290081105,1,0,1,0
3,22.48036555845437,1718.5620657906293,1,0,0,0
20,20.04633044070809,7034.857617401122,0,1,2,0
59,117.51610016847117,7048.6966541170805,0,1,2,0
36,61.241199940454166,6977.569557863455,0,1,1,1
19,56.87482803954801,1986.4900699141604,1,1,0,0
67,86.55455191065352,3664.790819029806,0,1,2,0
19,40.184515730438946,7881.418283512913,0,0,1,1
20,113.72109898699765,6198.898562848924,0,1,1,0
71,97.27767394876298,314.62262768192255,1,1,0,0
52,27.235805732382083,615.1162709578872,0,1,1,0
33,60.2168679663853,3765.0578768174287,0,0,2,0
40,106.60138990999755,7282.839626306325,0,1,0,0
39,113.19556824028673,4355.744203826443,0,1,2,1
1,65.2238518806119,4032.7188134708927,0,1,2,0
11,79.89784461567612,933.2422296573816,1,0,2,0
57,35.03691158225356,5288.562827321923,1,1,1,0
50,117.86244692676614,6594.614968741781,1,1,1,0
23,41.53300598903606,3105.3180593097422,0,1,2,1
31,112.99454330058013,6227.333622310087,1,0,2,1
42,83.53948822373303,7719.365565816412,1,1,0,0
7,79.32754788532534,1709.755027108744,1,1,0,1
16,69.7751953571591,4234.304086438457,0,1,1,0
60,41.43231607763475,2368.3898688681466,0,0,1,1
2,35.99106721655358,6363.549910367331,1,1,0,0
1,40.40886401155262,4662.9875904611445,1,1,2,1
48,36.98704534549758,5113.2010986474,0,1,1,1
12,96.59823959345871,6403.521860965563,0,0,2,0
69,53.43758854625637,3228.166734033394,1,0,0,0
37,24.063188994621335,7329.211540415641,0,1,1,1
32,115.64481432915154,4310.928051244506,1,0,1,1
9,107.07048143882429,1347.8431003992494,0,0,0,0
19,111.4891044611189,5597.603033533539,1,0,1,1
48,118.23823617596675,6366.76466846221,1,1,0,0
3,35.72647254655847,2602.4172488334607,0,1,1,0
20,58.07232289971721,6871.716130290149,1,0,0,0
24,94.45296680826118,7258.531712649555,1,0,1,0
54,88.20007211440613,2287.5454502846906,1,0,2,1
33,33.71653858715543,7869.819634450254,0,1,2,0
24,100.24122906155709,1211.6210715851914,0,1,2,1
36,40.8062774695844,1695.9237803796707,0,0,1,0
38,40.74367028967362,1555.3762299804064,1,0,1,0
25,72.21592950078806,7162.518709062177,0,0,2,0
18,77.84046345159118,5268.911163367199,1,0,2,0
66,76.54866388770003,1301.6238374559557,1,1,0,0
54,27.444427158474365,3578.555005109957,0,0,0,0
35,106.43481669435323,4960.854398051436,0,1,0,0
61,44.942804280164964,759.366271416128,1,0,2,0
41,31.26624958892182,7071.089310417976,1,0,2,0
33,107.56918202683221,6448.467929988128,0,0,2,0
68,114.29297557209021,4091.133511255442,0,0,0,1
33,104.89382553517778,7740.300260547447,0,0,1,1
14,99.60636550985025,3400.311736273288,1,1,2,0
21,84.10181905422168,7874.4715203883325,1,0,1,0
48,73.6111657462185,5376.567990548654,1,0,1,0
20,26.99216937109672,5113.903058706138,1,0,1,1
8,59.29954791360522,1411.0436728367015,1,1,0,0
7,55.70519595973755,7067.229290606688,0,1,1,0
67,44.35525526791278,3477.1685345728597,0,1,2,0
17,90.95372142570278,1381.6439056815868,1,1,0,0
33,68.08551137541647,199.59940780849644,1,0,2,0
48,26.395144698718617,4522.069900743222,0,0,2,1
59,40.37841179595604,4266.457014769143,0,0,0,0
22,86.91750574778939,5782.893616716353,0,1,2,0
30,25.901151378775168,7133.038618840637,0,0,2,0
38,103.79629486190126,727.3120186799332,1,0,0,0
51,68.01222596490442,5878.822273688863,0,1,2,1
54,66.54895102132812,1580.5543583708995,1,1,1,0
8,77.78698235828152,6879.598719941595,0,1,2,1
27,101.13043707547749,6570.601759507083,0,0,1,0
27,53.2048253941704,4372.270664385801,0,0,2,0
21,86.39062333218588,5710.918109124161,1,1,0,1
30,75.106062381577,2583.3658941516123,1,0,0,0
28,45.08634115202685,3822.226401569236,0,1,2,1
64,106.55231362869338,6590.931491912726,1,1,0,0
69,98.39131517149627,3728.19505766839,1,0,2,1
61,84.42440938317176,2926.60629607099,0,1,0,0
48,103.73346377397131,4004.2783332773693,0,1,1,0
19,105.41306719646013,6643.169094254025,1,1,2,1
4,89.440479159861,2748.1435742298945,1,0,1,1
35,102.36983950054903,1472.716585772376,1,1,1,1
64,88.34588189776301,5724.910760613168,0,1,2,1
49,86.6041475619102,6625.227880393846,0,1,1,1
17,80.42044351062603,895.0360803359133,1,1,2,0
44,93.89802227554294,1995.0054907719634,0,1,1,0
30,34.18981308195391,1221.5787191118518,0,1,2,0
46,106.7775112994923,2848.7371514991164,1,1,2,0
6,105.87027453839582,3657.77273335276,1,0,0,0
37,21.189351944973193,6015.728062010121,0,0,2,0
24,101.24458343175864,5244.0659205652255,0,1,2,0
46,31.201421681081243,5005.3356830796065,1,0,1,0
53,51.92944485304376,2883.76207821627,0,0,2,0
60,92.97257975730658,6747.435669369604,0,1,0,0
63,34.406369552854976,3823.1686224455,1,0,1,0
32,100.45568592396575,7834.929010319721,1,1,1,1
33,101.87948488475307,5109.7228925363215,0,1,0,1
67,69.25050724296403,1097.4914583595717,0,1,1,0
18,18.891780107541774,5441.802740395929,0,1,1,0
25,47.09733238407873,2668.3217219104217,1,1,1,0
54,80.2511552967621,5521.9848538201695,0,0,1,0
58,116.85921089175606,650.1650704830054,0,1,0,0
67,81.74725946517518,1481.563353690079,1,0,0,0
46,44.36025989694806,6860.3243453557125,1,1,1,0
24,81.96757316151094,1894.7185004857677,0,1,1,0
32,72.51853066144348,6712.624889419227,1,1,0,1
47,96.62446221268993,2306.2810987898424,1,0,0,1
23,29.00155420210932,5178.76708946379,0,1,0,0
66,94.73330420145382,5583.789530727665,1,1,1,0
27,72.64729115694908,4149.972549845918,1,1,1,0
2,115.03069638782897,2511.954345904177,0,1,2,0
17,52.608152686887955,1779.8905733316594,1,0,0,1
33,81.82850025996179,362.19590104316717,0,1,1,0
9,111.91882460375676,2501.176569801718,0,0,0,1
43,28.552227663063263,5259.986045197135,1,1,1,0
48,112.44146296726333,7512.608065743013,1,0,0,1
39,87.38251509123174,6982.515409878111,1,0,1,0
42,25.06762444006978,6151.91173462889,0,1,2,1
26,48.496838478155034,6328.73401170106,1,1,2,0
50,89.4212949088508,5353.380737460363,0,0,0,0
25,25.018735447611554,2156.2661747714237,1,1,1,0
24,76.75813124771545,7266.840742576056,1,1,1,0
13,53.01124722377215,5398.785264056089,1,1,0,1
60,80.65200953563145,4527.480984745475,0,0,1,1
7,22.84707439815754,976.8168067865005,1,1,0,1
57,105.83944901831381,3631.738796070761,1,1,1,0
36,116.08564140232839,3736.830342495218,0,1,0,1
45,115.622224456212,6930.052515229093,0,0,1,0
20,93.59000909016393,4418.520939483529,1,1,0,0
65,31.323667133128513,3105.164336866236,1,0,1,0
8,94.45545119086677,7816.722595234209,1,1,2,0
16,20.720985104109552,974.6926872778938,0,0,1,0
14,20.473416928664225,3438.1325836643623,0,1,0,0
15,50.772827024528894,431.9949338541018,0,1,2,0
66,67.3586406356689,5945.24255405875,0,0,1,1
32,95.67594548968322,7352.80476237329,1,0,2,0
63,86.92118534895377,2312.2949034488665,0,0,1,0
51,63.063221990863205,6880.899246713055,0,1,2,0
25,45.74947996130742,2408.5240206489925,0,1,0,0
58,118.46101226584997,7295.0842769869305,1,1,1,0
63,61.08122087471528,6056.299038414593,1,1,1,0
62,63.61439594513239,6458.763537047365,0,0,0,0
22,34.694194029762755,242.25178924359054,0,1,2,0
58,98.12835964936791,7706.201820884805,1,1,0,0
58,87.9650636910396,5840.700837355554,1,1,0,1
49,40.43734608527042,2507.5336535504534,1,1,2,0
52,26.52929508439219,6652.217852384891,1,1,0,0
42,86.64017985850866,2324.0174674779464,1,1,1,1
70,84.0283770352541,6994.755332572411,1,1,1,0
15,45.71258246332003,989.3850842543025,1,0,1,0
54,113.81178800616624,5659.1192219402865,1,1,0,1
60,33.431318123980475,4371.5179654947915,0,1,1,0
8,61.699647504781495,862.6223145439824,0,1,1,0
53,113.0833999768437,2010.961243244828,0,1,1,0
60,60.43259535107529,197.99188659078683,0,0,1,0
5,82.4218577402406,3803.266927169596,0,0,1,0
68,58.208236995260826,2479.995560004003,0,0,1,0
6,45.80862783604134,4827.0241259522945,1,0,0,0
47,117.13975361996273,2448.178680898076,1,0,1,0
55,59.38806763466182,2469.360980905179,0,0,1,0
40,108.10696996975301,5971.2262699796665,0,1,2,0
52,41.360437892054165,480.32840422899227,1,0,0,0
16,39.66702275452087,7232.870462016699,1,0,0,0
13,21.378975329893393,6832.884607690334,1,1,0,0
30,83.74251595027644,5375.6569974886115,0,0,0,1
19,55.286897544237995,4786.450403848336,1,1,1,0
17,105.11800410888353,7149.189735303253,0,1,1,0
63,65.8075956225015,1564.108418276844,0,0,2,0
19,115.55343950542954,723.856381307546,1,1,2,0
58,36.89531432816368,1992.130342285351,1,0,0,1
55,105.54662837953889,6377.168401731503,0,0,2,0
62,96.29798370557005,373.8951071392182,1,1,2,1
23,95.72764538672723,4704.173997159568,1,1,0,0
9,103.15071442574721,7963.956377911349,0,0,0,1
12,94.73291108977139,6859.999141316562,1,1,2,0
1,81.18514232395725,4219.420943444356,0,1,1,1
58,31.44011020707995,602.7631833644746,0,0,2,0
1,21.518881038870816,6667.850763647108,1,0,2,0
34,110.79520870547653,4831.930214599964,0,1,1,0
48,80.22335660933418,1007.9706767705779,0,0,1,0
1,98.30199774310572,841.472550104514,1,0,0,1
16,66.64299632701128,7286.05187354908,1,0,0,0
61,30.039472990720647,5386.682077210819,1,0,2,0
64,30.83117211635632,6651.365714602369,0,0,1,1
63,87.14931136651163,7043.933312229912,0,0,0,0
69,61.495742437396004,4617.001581181746,1,0,2,1
22,38.40273503338384,4187.826178864826,0,1,1,1
67,67.65525194751442,3500.3765415358225,1,0,2,0
26,24.702998176050976,2603.8780435498425,1,1,0,1
16,76.73812589239708,3533.308090783823,0,1,0,0
51,45.28383714572732,6213.649280268235,1,1,1,0
57,98.40468961403741,4855.195105019539,0,0,2,0
29,49.44137687181916,7150.933990643284,0,0,1,0
69,63.99962498272102,3602.702113595583,1,1,0,1
47,19.417864260764112,4896.0076718781565,0,0,0,1
62,25.530912223353166,5087.329669426711,1,1,2,0
69,57.69560241887182,4774.407582219972,0,0,2,0
16,66.4838528890709,5650.806807375579,0,0,2,1
48,78.55206508599002,1975.7244001609697,0,1,1,0
39,47.56208916028498,4147.673842611746,1,1,2,0
33,88.09567955571752,923.3759421859467,0,1,2,0
23,104.69230091751506,3137.6394883940193,1,0,0,1
10,96.62502438378165,3952.5698421079887,0,1,0,0
69,22.231691947509894,5252.5716504092325,0,0,2,1
34,66.54094819941182,7609.195315431008,1,0,2,1
52,28.795482931026577,4845.143425732012,1,0,0,0
10,42.57552409418401,5974.391937794822,1,1,2,0
19,117.40959062334822,4099.501870012102,1,1,1,1
58,32.57080206160208,5109.421847873017,1,1,1,0
1,68.38825942186128,660.3645074568101,0,0,1,1
69,80.37465129897097,2109.6934886505915,0,0,2,1
4,88.84772953968245,2958.639436320596,1,1,0,0
16,74.49469269043487,3832.6975045514573,0,0,2,1
24,19.231970165627956,460.6250894688315,0,0,2,1
2,51.05936147852118,1206.1903706712096,0,1,0,1
32,70.2800201601635,2286.833031551316,1,1,0,0
24,27.080583164055753,7775.1082581183,0,1,0,0
12,53.488006586522665,2717.641356114101,0,0,1,0
50,21.58691243353234,3908.124359085452,0,0,2,0
35,26.147138964079584,1649.171930633304,1,0,0,0
33,58.140789258260405,4925.16256149857,0,0,2,1
33,31.587933281327565,2317.397402576197,0,0,1,0
61,75.2878552502866,1735.2413696635715,1,1,1,0
51,87.5412293982952,4180.923764723235,1,0,0,0
43,98.70896326046282,143.4958133673245,0,0,0,1
12,38.36509954660342,160.54585792888008,0,0,2,0
67,35.08199951703651,1830.6435919046764,1,1,0,0
65,28.759067953607225,390.098763756487,1,1,2,0
33,82.21124007913548,953.4034576324618,1,1,0,1
40,89.25081051193357,2776.9991297761376,1,0,2,0
43,21.424407554977023,6440.426868680522,1,1,2,0
44,112.33933074749082,4619.184282617477,1,1,2,1
29,23.473114006972978,4150.07503505569,1,1,2,1
13,72.65028169775758,2418.561703344161,0,0,1,1
12,89.5105822048171,7460.8543835192495,1,1,2,0
46,105.7823969364816,3236.418825773814,1,0,0,0
2,90.015736679309,788.0328576865948,0,0,1,1
35,98.82367234851408,4974.82547733063,1,1,1,0
8,52.36474435055201,999.3233084651512,1,0,2,1
26,100.13992393152448,2827.2628281333673,0,1,1,0
34,26.301542061659852,4108.55431587069,1,0,2,0
7,108.17907393408302,7006.357945012889,0,1,0,0
68,73.2830338034505,3999.0179846869373,0,1,2,0
58,100.38842588123062,5647.844251650147,0,1,1,0
29,63.70798759408916,7943.253028092656,0,0,0,0
36,82.92955836725076,1138.764047194055,1,1,2,1
21,71.15346742407938,2270.379051604204,0,0,0,0
36,91.77474693641085,3217.1509972214067,0,1,0,0
10,26.45381319407425,3432.442610456768,1,0,1,1
24,24.315384441051663,3347.0664945978115,0,0,0,0
64,43.08387501801972,7270.126920196783,0,1,1,0
49,34.28424035137543,5740.857891288166,0,1,0,1
36,105.86424844251627,4902.45119131656,0,1,2,0
24,40.281005729483454,2544.0444711159785,1,1,0,1
23,116.3244582098227,6607.944035348228,0,1,2,1
62,52.10802707299624,7644.978040731413,1,0,2,1
37,36.55285052671428,6587.46643214679,1,1,0,0
12,97.61469996781915,112.36433101263594,0,1,2,0
55,84.45013143783805,5127.570824448915,0,0,0,0
13,68.31866950354046,503.96951339259573,0,1,0,0
23,74.06403686923194,2135.0970406364027,0,1,2,1
30,90.52977871636251,570.2451327473964,1,0,2,0
17,41.20970150379552,4869.984078300163,1,1,1,0
62,118.38155856370257,5524.060316591594,1,1,2,1
13,116.2167127957517,1004.4523407206505,0,1,1,0
59,83.60773147786716,3132.327176055338,1,0,2,0
19,38.304016318379084,3704.268420748782,0,1,0,0
49,86.61293836434477,3015.518871911241,0,0,2,1
12,25.505940102407173,1056.097503833025,0,1,0,0
61,21.33057647168351,3409.687542481056,0,0,0,1
19,44.147130295376975,6034.306577686503,0,1,0,0
9,64.74360715230128,660.9605498127182,1,0,1,1
71,105.51138679354224,733.4221112470373,1,0,2,1
28,91.33049151151396,2902.6932055042753,0,0,0,0
52,92.89200538059809,7539.633121789508,1,0,0,0
16,61.012080112031576,5381.723909111021,0,0,1,0
69,53.01646675096978,5461.492657713262,0,0,2,1
12,55.53939567995257,2959.1679276191335,0,1,2,0
25,117.50878115547381,4789.920250547453,1,1,1,0
52,22.28097373695449,180.0363538191727,0,0,1,0
53,105.38666536030608,5125.1587666353835,0,0,2,0
23,76.40687856152553,7314.96688585227,1,0,1,0
16,62.33084962855384,4939.330399924072,1,0,2,0
57,91.13839487172122,7002.218888384125,1,1,2,0
39,67.16022861318264,5819.387138182141,0,0,0,1
53,106.02903542720689,1052.411489589153,0,1,0,0
42,108.77053733313149,7229.381127558149,1,1,2,0
58,60.63295315078227,624.9063704106215,0,0,2,1
39,46.071193622122685,4318.343033127334,1,0,2,1
14,77.7812080236329,1222.8832779683155,1,1,2,1
5,109.94251623447744,192.48222477414214,0,1,2,0
35,39.42154999506949,3434.0706550083482,0,0,2,0
18,80.85814164813002,2430.8215904678345,1,0,1,0
9,81.72180211929832,3939.403901001064,1,0,2,1
58,91.92785875273574,4659.879105202951,1,1,1,0
17,31.472552355289608,445.53867124068415,1,1,1,0
7,90.1904089505499,1071.7260314775904,0,0,2,0
46,109.60776832689692,4513.27493195836,1,1,2,0
13,36.30815244145931,2811.022090064,1,1,1,0
40,42.1231041548497,5860.470551640639,1,0,1,0
42,115.87520695118478,5253.1040238763235,0,0,2,0
9,36.438183747303725,6780.274467620264,0,1,2,0
50,104.1157018836427,5570.69333068688,1,1,1,1
27,67.72392457302749,3496.4555113821702,0,0,1,1
66,43.09672297751929,5416.436316916016,0,0,1,1
5,105.7603650778874,2275.5112766178063,0,0,0,1
29,63.00317812776788,2519.8766403478803,1,0,1,0
37,69.98914406993387,6332.982763374267,1,0,0,0
38,54.35295362467645,3626.7141795724992,0,1,2,0
8,77.8415605692102,6407.2046900949845,1,1,2,0
65,34.684149194794784,6597.136751979399,1,1,1,0
17,57.55369443350195,6874.742467524142,0,1,2,0
71,115.6759383946964,7341.418363145538,0,0,2,0
45,44.19240998646332,3504.7832420550403,1,0,2,0
4,84.25203478639986,2619.047864736997,0,0,2,0
36,50.93160145458184,4699.370098093499,1,1,0,0
70,95.98404913150337,3032.2621451572577,1,1,0,1
31,31.402802902194157,4848.48591772184,0,1,1,0
19,115.71701503039374,5674.128314886215,1,0,1,0
61,63.855848909055744,5538.399646087882,1,1,1,0
54,41.97307156631963,3058.9678074589588,0,0,2,0
39,25.63642310666627,1418.1955934201474,0,0,2,0
19,35.31066946129785,3501.1817738514396,0,0,0,0
39,70.48728182987978,1226.493738247079,1,0,0,0
67,52.118819231344276,7131.766577952086,0,0,1,0
45,101.55277827120226,2832.4319398290736,0,0,0,1
13,61.5541961280115,1320.232003064258,0,1,0,1
58,43.2457843950568,301.03730325543194,0,0,0,0
20,80.27307115370502,5201.996851663225,1,0,0,0
61,89.28111029698731,5131.528307892471,1,1,0,1
39,35.03771174404546,2790.772915992204,0,0,1,0
1,35.09573123697592,666.523921896443,1,1,1,0
3,21.93547840682107,3336.068269672333,0,1,0,0
62,92.25840251409687,2558.6182110008094,0,1,1,1
63,84.96235502599141,5449.253053906574,1,0,2,0
25,65.9504030128563,4885.656070676254,1,0,0,0
56,103.08913012140431,2980.290452760566,0,1,2,1
33,99.21985037148035,1821.3511786144218,0,0,1,0
38,77.0781136218736,7905.484132629175,1,0,1,0
6,105.5112636915825,3686.6128074493076,0,1,2,1
58,38.93704160869521,5537.366462663873,1,1,1,0
44,29.49792174947165,1210.3684438690502,0,0,0,0
45,45.359835957457456,3936.1586273092425,0,1,2,0
32,23.987229036976142,317.54008696877736,1,1,0,0
45,71.63253756410371,4093.095431492555,1,1,2,0
61,112.37887207564363,7715.737516229849,1,0,1,0
47,22.20402583718522,3135.233032587822,1,0,2,0
21,30.522046358007692,408.06849934180156,1,0,2,1
36,63.696002342485244,344.55074826281384,1,1,0,0
19,112.10443926155445,3165.095403580269,1,0,1,0
20,50.02368855016343,1364.196998059233,0,1,0,0
